Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree.1,School.1,Major.1,Degree.2,School.2,Major.2,Degree.3,School.3,Major.3,Highest Degree Level,Associated School,Associated Major,Offer Decision
1645602,Financial Analyst,Finance,New Application,2018-10-19,Campus Job Board,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,,Bachelors,University of Texas,Computer Science,
977459,Associate Relationship Manager,Sales,New Application,2018-10-04,Campus Job Board,0,Campus,Bachelors,University of Texas,English,,,,,,,,,,Bachelors,University of Texas,English,
5230959,Associate Product Manager,Product,In-House Interview,2016-01-11,Advertisement,3,Campus,Bachelors,MIT,Statistics,PhD,Vanderbilt,Statistics,,,,,,,PhD,Vanderbilt,Statistics,
5582661,Sr. Software Engineer,Engineering,New Application,2017-04-16,Agency,7,Experienced,Bachelors,Columbia,Economics,,,,,,,,,,Bachelors,Columbia,Economics,
2336397,Sr. Product Manager,Product,New Application,2017-08-11,Career Fair,6,Experienced,Bachelors,MIT,Sociology,,,,,,,,,,Bachelors,MIT,Sociology,
5963132,Associate Relationship Manager,Sales,New Application,2018-01-26,Advertisement,0,Campus,Masters,NYU,Political Science,Bachelors,Harvard,Classics,,,,,,,Masters,NYU,Political Science,
596477,Associate Relationship Manager,Sales,In-House Interview,2018-01-27,Website,1,Campus,Masters,Columbia,English,Bachelors,University of Michigan,Computer Science,Bachelors,University of Michigan,Mathematics,,,,Masters,Columbia,English,
105296,System Engineer,Engineering,New Application,2016-03-12,Campus Job Board,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,,Bachelors,University of Michigan,Statistics,
830777,System Engineer,Engineering,In-House Interview,2017-01-09,Campus Job Board,1,Campus,Bachelors,MIT,Physics,Masters,MIT,Statistics,Masters,Harvard,English,,,,Masters,MIT,Statistics,
1713071,Account Executive,Sales,New Application,2017-07-15,Advertisement,3,Experienced,Bachelors,Columbia,Mathematics,,,,,,,,,,Bachelors,Columbia,Mathematics,
6345887,Associate Product Manager,Product,Phone Screen,2017-11-24,Campus Job Board,2,Campus,Bachelors,UC Berkeley,Computer Science,PhD,University of Texas,Statistics,,,,,,,PhD,University of Texas,Statistics,
5256611,Associate Product Manager,Product,New Application,2017-10-05,Campus Job Board,2,Campus,Masters,University of Washington,Computer Science,Bachelors,NYU,Mathematics,,,,,,,Masters,University of Washington,Computer Science,
304251,System Engineer,Engineering,New Application,2018-10-27,Career Fair,1,Campus,Bachelors,Columbia,Computer Science,Masters,University of Texas,Statistics,Masters,Harvard,Economics,,,,Masters,University of Texas,Statistics,
1987667,Sr. Business Analyst,IT,Phone Screen,2018-05-10,Advertisement,7,Experienced,Bachelors,NYU,Computer Science,,,,,,,,,,Bachelors,NYU,Computer Science,
80472,Operations Coordinator,Operations,Offer Accepted,2017-09-28,Advertisement,0,Campus,Bachelors,Vanderbilt,Political Science,Bachelors,Harvard,Management,,,,,,,Bachelors,Vanderbilt,Political Science,Offer Accepted
33493,Associate Product Manager,Product,New Application,2017-08-09,Website,0,Campus,Bachelors,University of Texas,Economics,,,,,,,,,,Bachelors,University of Texas,Economics,Offer Accepted
5295209,Sr. Business Analyst,IT,New Application,2016-06-05,Agency,8,Experienced,Masters,Columbia,Statistics,Bachelors,University of Michigan,Economics,,,,,,,Masters,Columbia,Statistics,
6341474,Finance Manager,Finance,Phone Screen,2016-01-09,Internal Referral,6,Experienced,Bachelors,MIT,Economics,Bachelors,Columbia,Economics,,,,,,,Bachelors,MIT,Economics,
6217112,System Engineer,Engineering,Phone Screen,2018-10-27,Career Fair,0,Campus,Bachelors,Harvard,Physics,,,,,,,,,,Bachelors,Harvard,Physics,
6159516,System Engineer,Engineering,Phone Screen,2018-10-24,Campus Event,4,Campus,Bachelors,UC Berkeley,Statistics,Masters,Georgia Tech,Statistics,PhD,MIT,Statistics,,,,PhD,MIT,Statistics,
1555616,Associate Product Manager,Product,New Application,2018-09-25,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
4194186,Financial Analyst,Finance,New Application,2018-09-04,Career Fair,0,Campus,Bachelors,Vanderbilt,Political Science,Bachelors,UC Berkeley,Sociology,,,,,,,Bachelors,Vanderbilt,Political Science,
319767,Associate Relationship Manager,Sales,New Application,2018-10-26,Campus Event,0,Campus,Bachelors,University of Michigan,Music,,,,,,,,,,Bachelors,University of Michigan,Music,
468896,Operations Generalist,Operations,New Application,2016-11-17,Campus Job Board,0,Campus,Bachelors,Columbia,English,,,,,,,,,,Bachelors,Columbia,English,
154541,System Engineer,Engineering,New Application,2018-09-26,Career Fair,0,Campus,Bachelors,Columbia,Physics,,,,,,,,,,Bachelors,Columbia,Physics,
2666936,Financial Analyst,Finance,New Application,2018-08-12,Website,1,Campus,PhD,UC Berkeley,Economics,Bachelors,Vanderbilt,Economics,,,,,,,PhD,UC Berkeley,Economics,
6176936,Operations Coordinator,Operations,New Application,2016-10-10,Website,0,Campus,Masters,Columbia,Mathematics,Bachelors,Columbia,Computer Science,PhD,MIT,Statistics,,,,PhD,MIT,Statistics,
1123262,Associate Product Manager,Product,New Application,2017-09-26,Career Fair,0,Campus,Bachelors,University of Michigan,Computer Science,,,,,,,,,,Bachelors,University of Michigan,Computer Science,
105750,System Engineer,Engineering,New Application,2016-02-19,Advertisement,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
5141681,System Engineer,Engineering,New Application,2018-08-27,Campus Event,0,Campus,PhD,Vanderbilt,Computer Science,Bachelors,MIT,Statistics,,,,,,,PhD,Vanderbilt,Computer Science,
6073631,System Engineer,Engineering,In-House Interview,2018-01-08,Website,0,Campus,PhD,Columbia,Physics,Bachelors,Harvard,English,,,,,,,PhD,Columbia,Physics,
181166,IT Analyst,IT,New Application,2016-01-04,Career Fair,1,Campus,Bachelors,MIT,Computer Science,Masters,Harvard,Computer Science,Masters,University of Washington,Mathematics,,,,Masters,Harvard,Computer Science,
116468,IT Analyst,IT,New Application,2018-01-06,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Statistics,,,,,,,,,,Bachelors,Vanderbilt,Statistics,
6163296,Operations Coordinator,Operations,New Application,2016-10-04,Advertisement,0,Campus,Bachelors,UC Berkeley,Business,,,,,,,,,,Bachelors,UC Berkeley,Business,
6299997,System Engineer,Engineering,Phone Screen,2018-11-19,Campus Event,1,Campus,PhD,Vanderbilt,Mathematics,Bachelors,NYU,Computer Science,,,,,,,PhD,Vanderbilt,Mathematics,
6079301,Associate Relationship Manager,Sales,Phone Screen,2018-09-17,Campus Job Board,1,Campus,Masters,MIT,Psychology,Bachelors,MIT,Economics,,,,,,,Masters,MIT,Psychology,
3539087,Financial Analyst,Finance,New Application,2018-10-20,Career Fair,0,Campus,Bachelors,NYU,Business,,,,,,,,,,Bachelors,NYU,Business,
6183881,Associate Relationship Manager,Sales,Phone Screen,2018-09-28,Website,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
338597,Financial Analyst,Finance,New Application,2017-02-18,Advertisement,0,Campus,Bachelors,NYU,Political Science,,,,,,,,,,Bachelors,NYU,Political Science,
1002767,Associate Relationship Manager,Sales,New Application,2018-03-20,Campus Job Board,0,Campus,Masters,Georgia Tech,Mathematics,Bachelors,Columbia,Psychology,,,,,,,Masters,Georgia Tech,Mathematics,
1152032,Financial Analyst,Finance,New Application,2018-09-03,Campus Event,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,,Bachelors,Harvard,Economics,
551834,System Engineer,Engineering,New Application,2018-10-29,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
962972,IT Analyst,IT,New Application,2016-12-14,Advertisement,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
842892,Associate Product Manager,Product,New Application,2016-01-04,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
174209,System Engineer,Engineering,New Application,2017-10-21,Career Fair,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,,Bachelors,NYU,Computer Science,
1672062,Finance Manager,Finance,New Application,2018-12-11,Agency,5,Experienced,Bachelors,Harvard,Sociology,,,,,,,,,,Bachelors,Harvard,Sociology,
4199909,Associate Relationship Manager,Sales,New Application,2017-03-06,Campus Job Board,0,Campus,Bachelors,University of Michigan,Management,,,,,,,,,,Bachelors,University of Michigan,Management,
5816846,Operations Coordinator,Operations,New Application,2017-10-02,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
5756159,Financial Analyst,Finance,New Application,2016-09-11,Website,0,Campus,Bachelors,Columbia,Computer Science,PhD,Harvard,Economics,,,,,,,PhD,Harvard,Economics,
213641,Associate Product Manager,Product,In-House Interview,2017-11-04,Campus Job Board,3,Campus,PhD,Columbia,Economics,Bachelors,Columbia,Management,,,,,,,PhD,Columbia,Economics,
955121,Account Executive,Sales,New Application,2018-11-02,Advertisement,8,Experienced,Bachelors,Georgia Tech,Psychology,,,,,,,,,,Bachelors,Georgia Tech,Psychology,
1126121,System Engineer,Engineering,New Application,2018-09-22,Career Fair,0,Campus,Bachelors,Vanderbilt,English,,,,,,,,,,Bachelors,Vanderbilt,English,
198090,System Engineer,Engineering,New Application,2018-08-12,Career Fair,0,Campus,Bachelors,University of Michigan,Economics,,,,,,,,,,Bachelors,University of Michigan,Economics,
6363137,Associate Product Manager,Product,New Application,2017-03-13,Campus Job Board,2,Campus,Bachelors,NYU,Computer Science,PhD,Harvard,Mathematics,,,,,,,PhD,Harvard,Mathematics,
2018859,Finance Manager,Finance,New Application,2017-09-10,Career Fair,4,Experienced,Bachelors,University of Washington,Political Science,,,,,,,,,,Bachelors,University of Washington,Political Science,
127932,System Engineer,Engineering,New Application,2016-02-26,Advertisement,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,,Bachelors,University of Texas,Mathematics,
4860026,Operations Coordinator,Operations,New Application,2017-10-10,Campus Event,0,Campus,Masters,MIT,Economics,Bachelors,University of Washington,Statistics,,,,,,,Masters,MIT,Economics,
2178659,Sr. Business Analyst,IT,New Application,2017-08-21,Advertisement,15,Experienced,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
862484,Sr. Product Manager,Product,New Application,2017-09-12,Website,8,Experienced,Bachelors,University of Texas,Computer Science,,,,,,,,,,Bachelors,University of Texas,Computer Science,
6209177,System Engineer,Engineering,New Application,2016-12-12,Career Fair,0,Campus,Bachelors,MIT,Economics,,,,,,,,,,Bachelors,MIT,Economics,
3822584,System Engineer,Engineering,New Application,2016-03-04,Website,0,Campus,Bachelors,Columbia,Mathematics,,,,,,,,,,Bachelors,Columbia,Mathematics,
2719284,Associate Relationship Manager,Sales,New Application,2017-10-10,Campus Job Board,0,Campus,Bachelors,University of Michigan,Management,Bachelors,Georgia Tech,Mathematics,,,,,,,Bachelors,University of Michigan,Management,
3061484,Associate Relationship Manager,Sales,New Application,2017-10-20,Campus Job Board,1,Campus,Masters,Vanderbilt,Management,Bachelors,Georgia Tech,Sociology,,,,,,,Masters,Vanderbilt,Management,
407546,Account Executive,Sales,New Application,2017-06-23,Career Fair,5,Experienced,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
6232526,Financial Analyst,Finance,New Application,2018-09-01,Campus Job Board,2,Campus,PhD,Georgia Tech,Sociology,Bachelors,Vanderbilt,Sociology,,,,,,,PhD,Georgia Tech,Sociology,
6223622,UX Designer,Product,Phone Screen,2017-12-21,Career Fair,5,Experienced,Bachelors,UC Berkeley,Computer Science,,,,,,,,,,Bachelors,UC Berkeley,Computer Science,
6136386,System Engineer,Engineering,Phone Screen,2017-02-15,Campus Job Board,0,Campus,PhD,Vanderbilt,Statistics,Bachelors,Columbia,Computer Science,,,,,,,PhD,Vanderbilt,Statistics,
136367,Associate Product Manager,Product,New Application,2017-10-25,Campus Job Board,0,Campus,Bachelors,NYU,English,,,,,,,,,,Bachelors,NYU,English,
2410982,System Engineer,Engineering,New Application,2018-12-19,Campus Job Board,1,Campus,PhD,Columbia,Computer Science,Masters,Columbia,Computer Science,Bachelors,Columbia,Statistics,,,,PhD,Columbia,Computer Science,
4280451,Associate Relationship Manager,Sales,New Application,2018-02-15,Campus Job Board,0,Campus,Bachelors,NYU,Mathematics,,,,,,,,,,Bachelors,NYU,Mathematics,
5279109,Associate Relationship Manager,Sales,New Application,2017-10-06,Advertisement,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
2144166,Sr. Business Analyst,IT,New Application,2018-10-29,Agency,8,Experienced,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
6045584,Associate Relationship Manager,Sales,New Application,2018-12-31,Campus Event,2,Campus,Masters,Harvard,Psychology,Bachelors,Columbia,Mathematics,,,,,,,Masters,Harvard,Psychology,
1589906,Operations Coordinator,Operations,New Application,2016-01-16,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,,Bachelors,Georgia Tech,Computer Science,
2577156,IT Analyst,IT,New Application,2017-09-21,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
6376227,Associate Relationship Manager,Sales,Phone Screen,2016-10-07,Campus Job Board,0,Campus,Bachelors,NYU,Psychology,Bachelors,University of Texas,Mathematics,,,,,,,Bachelors,NYU,Psychology,
2733027,Associate Relationship Manager,Sales,New Application,2018-01-29,Campus Job Board,0,Campus,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,
1598541,System Engineer,Engineering,New Application,2018-12-20,Campus Job Board,0,Campus,Masters,NYU,Statistics,Bachelors,UC Berkeley,Computer Science,Bachelors,UC Berkeley,English,,,,Masters,NYU,Statistics,
24201,System Engineer,Engineering,Phone Screen,2017-09-08,Career Fair,0,Campus,Bachelors,University of Texas,Economics,,,,,,,,,,Bachelors,University of Texas,Economics,
5803332,System Engineer,Engineering,New Application,2018-10-11,Campus Job Board,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,
212093,System Engineer,Engineering,New Application,2018-12-15,Campus Job Board,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
119351,System Engineer,Engineering,New Application,2017-10-23,Campus Job Board,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,,Bachelors,NYU,Computer Science,
200600,System Engineer,Engineering,New Application,2017-09-13,Career Fair,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,
4640534,Associate Product Manager,Product,New Application,2018-10-29,Website,1,Campus,PhD,MIT,Computer Science,Bachelors,Columbia,Computer Science,,,,,,,PhD,MIT,Computer Science,
993401,Associate Relationship Manager,Sales,New Application,2018-11-27,Campus Job Board,0,Campus,Bachelors,University of Texas,Psychology,,,,,,,,,,Bachelors,University of Texas,Psychology,
6110052,System Engineer,Engineering,Phone Screen,2018-03-22,Advertisement,2,Campus,PhD,Harvard,Computer Science,Bachelors,Vanderbilt,Computer Science,,,,,,,PhD,Harvard,Computer Science,
5759522,System Engineer,Engineering,In-House Interview,2016-09-29,Website,1,Campus,PhD,MIT,Physics,Bachelors,MIT,Mathematics,,,,,,,PhD,MIT,Physics,
2637582,Financial Analyst,Finance,New Application,2018-10-06,Campus Job Board,0,Campus,Masters,UC Berkeley,Political Science,Bachelors,MIT,Management,Bachelors,MIT,Business,,,,Masters,UC Berkeley,Political Science,
171591,IT Analyst,IT,In-House Interview,2017-09-17,Campus Event,0,Campus,Bachelors,Georgia Tech,Economics,,,,,,,,,,Bachelors,Georgia Tech,Economics,
2639834,Financial Analyst,Finance,New Application,2016-11-06,Campus Job Board,0,Campus,Bachelors,University of Texas,Political Science,,,,,,,,,,Bachelors,University of Texas,Political Science,
108521,Sr. Product Manager,Product,In-House Interview,2017-03-13,Internal Referral,6,Experienced,Bachelors,UC Berkeley,Sociology,,,,,,,,,,Bachelors,UC Berkeley,Sociology,
6150617,Financial Analyst,Finance,New Application,2017-11-16,Career Fair,0,Campus,Bachelors,MIT,Economics,Bachelors,NYU,Political Science,,,,,,,Bachelors,MIT,Economics,
6137816,Operations Coordinator,Operations,New Application,2018-01-15,Campus Event,0,Campus,PhD,NYU,Computer Science,Bachelors,MIT,Statistics,,,,,,,PhD,NYU,Computer Science,
420162,Operations Generalist,Operations,New Application,2018-10-23,Advertisement,0,Campus,Bachelors,UC Berkeley,Economics,,,,,,,,,,Bachelors,UC Berkeley,Economics,
3199272,Associate Relationship Manager,Sales,New Application,2018-03-02,Campus Job Board,0,Campus,Bachelors,UC Berkeley,English,,,,,,,,,,Bachelors,UC Berkeley,English,
1741911,System Engineer,Engineering,New Application,2016-10-29,Advertisement,0,Campus,Bachelors,Harvard,Statistics,Masters,Harvard,English,Masters,University of Texas,Statistics,,,,Masters,Harvard,English,
3147234,Associate Relationship Manager,Sales,New Application,2017-12-12,Campus Job Board,2,Campus,Masters,University of Washington,Music,Bachelors,Harvard,Statistics,,,,,,,Masters,University of Washington,Music,
4191326,Associate Relationship Manager,Sales,New Application,2017-02-15,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,Bachelors,NYU,Economics,Bachelors,NYU,Statistics,,,,Bachelors,Harvard,Economics,
124071,Associate Relationship Manager,Sales,New Application,2018-08-11,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Political Science,,,,,,,,,,Bachelors,UC Berkeley,Political Science,
1791159,Associate Relationship Manager,Sales,New Application,2018-03-18,Advertisement,0,Campus,Masters,Vanderbilt,Economics,Bachelors,Columbia,Management,,,,,,,Masters,Vanderbilt,Economics,
6239372,Associate Product Manager,Product,Phone Screen,2016-11-28,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
4774052,Business Operations Manager,Operations,New Application,2017-01-06,Agency,8,Experienced,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,
31626,System Engineer,Engineering,New Application,2017-09-06,Career Fair,0,Campus,Bachelors,Vanderbilt,Mathematics,,,,,,,,,,Bachelors,Vanderbilt,Mathematics,
6102842,Operations Coordinator,Operations,New Application,2017-09-28,Website,0,Campus,Bachelors,Columbia,Political Science,,,,,,,,,,Bachelors,Columbia,Political Science,
2834909,Sr. Product Manager,Product,New Application,2018-05-02,Agency,7,Experienced,Masters,MIT,Business,Bachelors,Harvard,Political Science,,,,,,,Masters,MIT,Business,
2240234,Sr. Customer Service Operations Associate,Operations,New Application,2018-02-17,Agency,11,Experienced,Bachelors,Georgia Tech,English,PhD,University of Texas,Mathematics,,,,,,,PhD,University of Texas,Mathematics,
5888057,Account Executive,Sales,In-House Interview,2017-12-06,Website,6,Experienced,Bachelors,University of Michigan,Sociology,Bachelors,MIT,Psychology,,,,,,,Bachelors,University of Michigan,Sociology,
68531,System Engineer,Engineering,New Application,2018-10-24,Campus Job Board,0,Campus,Bachelors,University of Michigan,English,,,,,,,,,,Bachelors,University of Michigan,English,
6079524,Operations Coordinator,Operations,New Application,2018-12-01,Advertisement,0,Campus,PhD,University of Texas,Mathematics,Bachelors,MIT,Computer Science,,,,,,,PhD,University of Texas,Mathematics,
2617359,Associate Relationship Manager,Sales,New Application,2016-09-14,Campus Job Board,0,Campus,Bachelors,University of Michigan,Mathematics,,,,,,,,,,Bachelors,University of Michigan,Mathematics,
2691906,System Engineer,Engineering,In-House Interview,2018-08-26,Career Fair,0,Campus,Bachelors,NYU,Computer Science,,,,,,,,,,Bachelors,NYU,Computer Science,
1622852,Associate Product Manager,Product,New Application,2017-11-26,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
6148662,Operations Coordinator,Operations,New Application,2016-09-03,Career Fair,0,Campus,Bachelors,NYU,Business,,,,,,,,,,Bachelors,NYU,Business,
1072484,Associate Relationship Manager,Sales,New Application,2018-09-11,Campus Event,0,Campus,Bachelors,Harvard,Sociology,,,,,,,,,,Bachelors,Harvard,Sociology,
4679781,Sr. Product Manager,Product,In-House Interview,2017-11-28,Career Fair,5,Experienced,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,
857562,Associate Relationship Manager,Sales,New Application,2017-11-15,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Physics,,,,,,,,,,Bachelors,Vanderbilt,Physics,
125961,Business Operations Manager,Operations,In-House Interview,2018-07-01,Website,6,Experienced,Bachelors,Vanderbilt,Business,,,,,,,,,,Bachelors,Vanderbilt,Business,
195621,Operations Generalist,Operations,New Application,2018-02-15,Campus Job Board,1,Campus,Masters,MIT,Statistics,Bachelors,MIT,Economics,,,,,,,Masters,MIT,Statistics,
4541666,Sr. Product Manager,Product,New Application,2017-09-11,Agency,6,Experienced,Bachelors,University of Texas,Political Science,,,,,,,,,,Bachelors,University of Texas,Political Science,
2342742,Associate Relationship Manager,Sales,New Application,2017-01-24,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Music,,,,,,,,,,Bachelors,Vanderbilt,Music,
1608936,Sr. Customer Service Operations Associate,Operations,New Application,2016-10-04,Outsourced,15,Experienced,Bachelors,Vanderbilt,Statistics,Bachelors,Georgia Tech,Political Science,Bachelors,Georgia Tech,Management,,,,Bachelors,Vanderbilt,Statistics,
616547,Financial Analyst,Finance,New Application,2018-01-13,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
3026,System Engineer,Engineering,In-House Interview,2016-10-16,Career Fair,0,Campus,Masters,University of Michigan,English,Bachelors,NYU,Economics,Bachelors,NYU,Mathematics,,,,Masters,University of Michigan,English,Offer Accepted
252287,Associate Relationship Manager,Sales,New Application,2018-08-01,Career Fair,0,Campus,Bachelors,University of Washington,Mathematics,,,,,,,,,,Bachelors,University of Washington,Mathematics,
1745534,System Engineer,Engineering,New Application,2018-10-30,Career Fair,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,,Bachelors,UC Berkeley,Computer Science,
3229206,Associate Product Manager,Product,New Application,2018-10-01,Campus Job Board,0,Campus,Masters,Harvard,Statistics,Bachelors,UC Berkeley,Economics,,,,,,,Masters,Harvard,Statistics,
6168026,System Engineer,Engineering,In-house Interview,2016-12-28,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,,Bachelors,Harvard,Economics,
1716662,System Engineer,Engineering,New Application,2017-12-05,Campus Event,1,Campus,Bachelors,Harvard,Mathematics,PhD,Vanderbilt,Mathematics,,,,,,,PhD,Vanderbilt,Mathematics,
3196784,Associate Product Manager,Product,New Application,2016-10-25,Campus Event,2,Campus,Masters,University of Washington,Physics,Bachelors,MIT,Computer Science,,,,,,,Masters,University of Washington,Physics,
2240234,Sr. Software Engineer,Engineering,New Application,2018-02-17,Agency,11,Experienced,Bachelors,Georgia Tech,English,PhD,University of Texas,Mathematics,,,,,,,PhD,University of Texas,Mathematics,
6154602,Associate Relationship Manager,Sales,Phone Screen,2016-02-07,Campus Job Board,1,Campus,Bachelors,Harvard,Psychology,Bachelors,UC Berkeley,Mathematics,,,,,,,Bachelors,Harvard,Psychology,
2441159,Associate Product Manager,Product,New Application,2017-11-07,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Mathematics,,,,,,,,,,Bachelors,Vanderbilt,Mathematics,
3541709,System Engineer,Engineering,New Application,2016-09-06,Campus Job Board,0,Campus,PhD,Columbia,Statistics,Bachelors,Vanderbilt,Economics,,,,,,,PhD,Columbia,Statistics,
462932,Account Executive,Sales,New Application,2017-09-29,Advertisement,5,Experienced,Bachelors,Harvard,Economics,Bachelors,Vanderbilt,Mathematics,,,,,,,Bachelors,Harvard,Economics,
876102,Financial Analyst,Finance,New Application,2017-10-08,Career Fair,0,Campus,Bachelors,NYU,Sociology,,,,,,,,,,Bachelors,NYU,Sociology,
3345287,IT Analyst,IT,New Application,2016-01-04,Campus Job Board,0,Campus,Masters,MIT,Statistics,Bachelors,Harvard,Physics,,,,,,,Masters,MIT,Statistics,
3907617,Associate Relationship Manager,Sales,New Application,2018-02-07,Website,0,Campus,Bachelors,NYU,English,,,,,,,,,,Bachelors,NYU,English,
5227757,Financial Analyst,Finance,New Application,2018-03-31,Advertisement,2,Campus,Bachelors,Columbia,Sociology,Bachelors,Columbia,Sociology,,,,,,,Bachelors,Columbia,Sociology,
701921,Sr. Customer Service Operations Associate,Operations,New Application,2016-10-04,Outsourced,15,Experienced,Bachelors,University of Washington,Business,,,,,,,,,,Bachelors,University of Washington,Business,
1813281,System Engineer,Engineering,New Application,2018-09-22,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
9846,System Engineer,Engineering,New Application,2018-09-04,Career Fair,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
2860682,Sr. Customer Service Operations Associate,Operations,New Application,2018-01-06,Outsourced,14,Experienced,Bachelors,NYU,Economics,Bachelors,NYU,Political Science,,,,,,,Bachelors,NYU,Economics,
1503257,Financial Analyst,Finance,New Application,2016-12-26,Career Fair,0,Campus,Bachelors,MIT,English,,,,,,,,,,Bachelors,MIT,English,
6080699,Associate Relationship Manager,Sales,Phone Screen,2017-10-18,Campus Event,0,Campus,Masters,Columbia,English,Bachelors,Harvard,Economics,,,,,,,Masters,Columbia,English,
4426226,Sr. Software Engineer,Engineering,New Application,2018-05-22,Agency,14,Experienced,Bachelors,MIT,Mathematics,Masters,NYU,Economics,Masters,Harvard,Computer Science,,,,Masters,NYU,Economics,
2430359,Associate Relationship Manager,Sales,In-House Interview,2018-10-13,Campus Job Board,0,Campus,Masters,University of Texas,Statistics,Bachelors,University of Michigan,Economics,,,,,,,Masters,University of Texas,Statistics,
167936,Business Operations Manager,Operations,New Application,2018-05-08,Internal Referral,6,Experienced,Bachelors,University of Washington,Economics,,,,,,,,,,Bachelors,University of Washington,Economics,
317796,Financial Analyst,Finance,New Application,2017-09-10,Career Fair,1,Campus,Masters,Columbia,Business,Bachelors,MIT,Business,Bachelors,MIT,Mathematics,,,,Masters,Columbia,Business,
6166292,Associate Product Manager,Product,Phone Screen,2016-10-20,Campus Job Board,0,Campus,Bachelors,Columbia,Business,,,,,,,,,,Bachelors,Columbia,Business,
65090,UX Designer,Product,New Application,2016-08-25,Website,10,Experienced,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,Offer Declined
6083066,System Engineer,Engineering,New Application,2018-10-06,Career Fair,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,,Bachelors,University of Texas,Computer Science,
1661451,Sr. Business Analyst,IT,New Application,2017-04-30,Agency,9,Experienced,Bachelors,UC Berkeley,Physics,,,,,,,,,,Bachelors,UC Berkeley,Physics,
6124556,System Engineer,Engineering,Phone Screen,2018-10-14,Career Fair,0,Campus,Bachelors,Harvard,Physics,,,,,,,,,,Bachelors,Harvard,Physics,
3950,Associate Relationship Manager,Sales,Offer Sent,2016-12-12,Career Fair,0,Campus,Bachelors,MIT,Classics,,,,,,,,,,Bachelors,MIT,Classics,Offer Declined
3226706,Sr. Software Engineer,Engineering,New Application,2016-04-02,Agency,5,Experienced,Bachelors,University of Washington,Computer Science,Masters,University of Michigan,Statistics,Masters,University of Texas,Statistics,,,,Masters,University of Michigan,Statistics,
4965477,System Engineer,Engineering,New Application,2016-01-14,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
